Your Title,Title-Level,Gender,Location,City,Global Region,Current Tenure,Was your previous role a CISO / Head of Security position?,Current Company Size,Industry,Company Structure,Title of person you report to?,Compensation Currency,Base-Converted,Bonus-Converted,Equity-Converted,Total Comp-Converted,Which of the following functions fall under your direct responsibility and decision-making authority?,Team Size,How often do you present to the Board of Directors?,Did your most recent employment offer include a hiring bonus?,Amount of employment offer bonus?,Employment Bonus - Converted,Have you pre-negotiated a severance agreement as part of your employment?,Are you currently included in the following?,Do you have a negotiated accelerated vesting clause / early termination agreement?,Are you currently on a Board of Directors?,Are you currently on a Board of Advisors?,Are you compensated for your Advisor role?,What is the primary measure you use to justify your security budget requirements?,Do you have a personal liability insurance policy in place?,"When it comes to AI security, which area do you believe should receive the highest spending priority within the CISO’s security program?",How would you rate your organization’s current maturity in the area of AI governance and risk management?,What percentage of your organization’s overall annual information security budget do you plan to allocate to AI security?,Which aspect of AI governance and risk management poses the greatest challenge for your organization today?,What are your greatest concerns regarding AI tools in your organization?,Which AI risk management or governance frameworks is your organization currently using or planning to adopt?,Which attack vectors are your organization's highest security priorities for 2026?,"How confident are you in your internal team’s capability to evaluate and verify technical depth, leadership, and domain fit when sourcing security candidates?",Which trade-offs make hiring a security leader most difficult or costly for your organization?,Is your organization planning / considering on hiring a dedicated AI Security Leader,Record_Type,Role_Bucket,Company
Chief Information Officer,CIO,Male,"San Francisco, CA, USA",Bay Area,North America,45,No,1000 - 4999 employees,HealthTech,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),370000,"$158,000",300000,828000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,Cloud Security,Corp IT Security / Enterprise Security,Fraud,GRC,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",2,At least quarterly,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Third-party/vendor AI risk management,Established and repeatable,4,Ensuring transparency and explainability of AI-driven decisions,"AI decision-making in security tools creating blind spots,Dependency on AI vendors with unclear security practices",ISO/IEC 23894 (AI Risk Management),"Cloud misconfigurations,Insider threats",Not confident,Location (RTO) constraints limiting hiring,I am the AI Security leader,Synthetic,CIO,ServiceNow
Chief Information Officer,CIO,Male,"Charlotte, NC, USA",Charlotte,North America,63,No,< 250 employees,Utilities,Publicly Traded Company,CEO,USD (U.S. Dollar),335000,"$147,000","$378,000",860000,"AI Data Protection / Privacy and Security,AI Safety & Reliability,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Security Operations,Third Party Risk Management (TPRM)",8,At least annually,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,5,Shadow AI,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors",NIST AI Risk Management Framework (AI RMF),"API security,Cloud misconfigurations",Somewhat confident,"Time spent screening unqualified candidates,Uncertainty in defining the right skills and profile for the role",No,Synthetic,CIO,General Mills
Chief Information Officer,CIO,Male,"Seattle, WA, USA",Seattle,North America,53,Yes,250 - 499 employees,Consumer Packaged Goods,Publicly Traded Company,CEO,USD (U.S. Dollar),410000,"$147,000","$493,000",1050000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Security Operations",4,At least quarterly,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,No,No,"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,5,Ensuring transparency and explainability of AI-driven decisions,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Cloud misconfigurations,Identity/credential theft,Phishing/social engineering,Ransomware",Don't Know / Not applicable,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CIO,Humana
Chief Information Officer,CIO,Male,"New York, NY, USA",NYC Metro,North America,25,Yes,"5000 - 9,999 employees",Healthcare,Publicly Traded Company,General Counsel / Chief Legal Officer,USD (U.S. Dollar),485000,"$89,000","$380,000",954000,"AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Safety & Reliability,Corp IT Security / Enterprise Security,GRC,Incident Response,Infrastructure Engineering / Operations,Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",6,At least semi-annually,Yes,"$25,000","$25,000",No,Not Sure,No,No,Yes,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,10,Defining clear accountability/ownership for AI risk across the business,"Regulatory compliance violations,Shadow AI usage bypassing security controls","EU AI Act requirements (compliance-driven),ISO/IEC 23894 (AI Risk Management)","Cloud misconfigurations,Third party risk attacks",Somewhat confident,Uncertainty in defining the right skills and profile for the role,No,Synthetic,CIO,BlackRock
Chief Information Officer,CIO,Male,"Chicago, IL, USA",Chicago,North America,27,Yes,"10,000 - 25,000 employees",Internet,Publicly Traded Company,General Counsel / Chief Legal Officer,USD (U.S. Dollar),400000,79000,"$1,365,000",1844000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",68,At least quarterly,No,,,No,Neither,No,Yes,Yes,No,"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,2,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Intellectual property theft through AI platforms","ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","Insider threats,Third party risk attacks",Somewhat confident,Competing with salary expectations in the market,No,Synthetic,CIO,ASML
Chief Information Officer,CIO,Prefer not to answer,"Boston, MA, USA",Boston,North America,30,Yes,"25,000+ employees",Banking / Financial Services,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),400000,"$105,000","$1,365,000",1870000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Incident Response,Information Technology (IT) / Business Technology (BizApps),Security Operations,Third Party Risk Management (TPRM),Trust & Safety",13,At least annually,No,,,No,Corporate Indemnification Policy,Yes,No,No,No,"Business Impact,Percentage of company revenue",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,5,Aligning AI security with enterprise risk management frameworks,"Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Insider threats,Phishing/social engineering,Ransomware,Third party risk attacks,Zero-day exploits",Somewhat confident,"Location (RTO) constraints limiting hiring,Time spent screening unqualified candidates",Already have a dedicated AI Security leader in place,Synthetic,CIO,CBRE
Chief Information Officer,CIO,Male,"Salt Lake City, UT, USA",Salt Lake City,North America,56,Yes,"10,000 - 25,000 employees",Healthcare,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),375000,"$64,000","$555,555",994555,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Security Operations,Third Party Risk Management (TPRM)",748,Per request,Yes,"$100,000","$100,000",No,Corporate Directors & Officers (D&O) Policy,No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance,Other",Yes,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,10,Ensuring transparency and explainability of AI-driven decisions,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls","NIST AI Risk Management Framework (AI RMF),OECD AI Principles / other international guidelines","API security,Insider threats",Very confident,Competing with salary expectations in the market,I am the AI Security leader,Synthetic,CIO,MGM Resorts
Chief Information Officer,CIO,Male,"New York, NY, USA",NYC Metro,North America,17,Yes,"5000 - 9,999 employees",Banking / Financial Services,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),525000,"$79,000","$786,000",1390000,"AI Ethics & Responsible Use,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Security Operations",15,At least annually,No,,,No,Not Sure,No,No,No,Yes (Cash and / or Equity),Financial and/or Risk-Based Metrics,No,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,3,Managing third-party/vendor AI risk,"Integration with critical systems creating attack vectors,Intellectual property theft through AI platforms",OECD AI Principles / other international guidelines,"AI-enhanced attacks,Identity/credential theft",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,UnitedHealth Group
Chief Information Officer,CIO,Male,"Charlotte, NC, USA",Charlotte,North America,10,No,1000 - 4999 employees,Enterprise Software,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),405000,"$200,000","$786,000",1391000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Enterprise Risk,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",6,At least quarterly,No,,,No,Neither,Yes,No,No,No,"Attack Surface / Risk Assessment,Business Impact",No,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,5,Establishing regulatory compliance and auditability for AI systems,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Regulatory compliance violations,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Identity/credential theft,Phishing/social engineering",Somewhat confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CIO,CVS Health
Chief Information Officer,CIO,Male,"San Francisco, CA, USA",Bay Area,North America,5,No,"10,000 - 25,000 employees",Cloud Infrastructure,Publicly Traded Company,Chief Financial Officer,USD (U.S. Dollar),419000,"$118,000","$1,365,000",1902000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",511,At least quarterly,Yes,"$120,000","$120,000",No,Corporate Directors & Officers (D&O) Policy,Yes,No,No,No,"Attack Surface / Risk Assessment,Business Impact",Yes,Third-party/vendor AI risk management,Developing but inconsistent,15,Defining clear accountability/ownership for AI risk across the business,"Integration with critical systems creating attack vectors,Intellectual property theft through AI platforms","ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","API security,Cloud misconfigurations,Identity/credential theft,Other,Ransomware",Somewhat confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",No,Synthetic,CIO,T-Mobile
Chief Information Officer,CIO,Male,"Phoenix, AZ, USA",Phoenix,North America,26,No,250 - 499 employees,Retail,Publicly Traded Company,CEO,USD (U.S. Dollar),415000,"$86,000","$594,000",1095000,"AI Governance / Risk Management and Policy,AI/ML Security Engineering,Cloud Security,Fraud,GRC,Identity & Access Management / IAM,Infrastructure Engineering / Operations,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",1,At least annually,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,Yes,Yes (Cash and / or Equity),"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Workforce training and upskilling on AI risks,Developing but inconsistent,10,Aligning AI security with enterprise risk management frameworks,"Data exposure/privacy breaches,Regulatory compliance violations","ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","Cloud misconfigurations,Insider threats",Not confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CIO,Boeing
Chief Information Officer,CIO,Male,"Boston, MA, USA",Boston,North America,31,Yes,"5000 - 9,999 employees",FinTech,Publicly Traded Company,General Counsel / Chief Legal Officer,USD (U.S. Dollar),500000,"$131,000",400000,1031000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",24,At least quarterly,Yes,"$200,000","$200,000",Yes,"Corporate Directors & Officers (D&O) Policy, Corporate Indemnification Policy",No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Third-party/vendor AI risk management,Developing but inconsistent,1,Shadow AI,Integration with critical systems creating attack vectors,Internal / proprietary AI risk framework,"Identity/credential theft,Third party risk attacks",Somewhat confident,"Location (RTO) constraints limiting hiring,Time spent screening unqualified candidates",No,Synthetic,CIO,PayPal
Chief Information Officer,CIO,Male,"Nashville, TN, USA",Nashville,North America,2,No,"25,000+ employees",Leisure / Hospitality,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),630000,"$126,000","$1,549,000",2305000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Corp IT Security / Enterprise Security,Fraud,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",5,At least annually,No,,,No,Neither,No,No,Yes,No,"Attack Surface / Risk Assessment,Percentage of company revenue",No,Workforce training and upskilling on AI risks,Developing but inconsistent,2,Shadow AI,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices",Internal / proprietary AI risk framework,"AI-enhanced attacks,Identity/credential theft,Other,Ransomware,Zero-day exploits",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Charles Schwab
Chief Information Officer,CIO,Male,"Seattle, WA, USA",Seattle,North America,4,No,"5000 - 9,999 employees",Cloud Security,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),530000,"$126,000","$600,000",1256000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Incident Response,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",30,At least annually,No,,,No,Neither,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,2,Shadow AI,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors","EU AI Act requirements (compliance-driven),ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","Cloud misconfigurations,Phishing/social engineering",Somewhat confident,"Other,Time spent screening unqualified candidates",Yes,Synthetic,CIO,MGM Resorts
Chief Information Officer,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,45,Yes,500 - 999 employees,Banking / Financial Services,Publicly Traded Company,CEO,USD (U.S. Dollar),380000,120000,"$680,000",1180000,"AI Data Protection / Privacy and Security,AI Safety & Reliability,Cloud Security,Corp IT Security / Enterprise Security,Fraud,Identity & Access Management / IAM,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",14,At least semi-annually,Yes,"$30,000","$30,000",Yes,Corporate Indemnification Policy,No,No,No,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,10,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,API security,Ransomware,Third party risk attacks,Zero-day exploits",Not confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",I am the AI Security leader,Synthetic,CIO,Fidelity
Chief Information Officer,CIO,Male,"Raleigh, NC, USA",Raleigh - Durham,North America,69,Yes,"5000 - 9,999 employees",Industrial / Manufacturing,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),490000,"$210,000","$400,000",1100000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",10,I do not report to the Board of Directors,No,,,No,Not Sure,No,No,Yes,No,"Attack Surface / Risk Assessment,Other",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,10,Managing third-party/vendor AI risk,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches,Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Ransomware",Very confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Merck
Chief Information Officer,CIO,Male,"San Francisco, CA, USA",Bay Area,North America,21,No,"10,000 - 25,000 employees",Financial Services,Publicly Traded Company,Chief Financial Officer,USD (U.S. Dollar),435000,"$126,000","$529,000",1090000,"AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Trust & Safety",48,At least quarterly,Yes,"$20,000","$20,000",No,Not Sure,No,No,Yes,No,"Attack Surface / Risk Assessment,Business Impact,Percentage of company revenue",Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,5,Shadow AI,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches,Intellectual property theft through AI platforms,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Cloud misconfigurations,Identity/credential theft,Zero-day exploits",Very confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,PayPal
Chief Information Officer,CIO,Female,"Kansas City, MO, USA",Kansas City,North America,38,Yes,"5000 - 9,999 employees",Enterprise Software,Publicly Traded Company,Chief Financial Officer,USD (U.S. Dollar),510000,125000,"$630,000",1265000,"AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Enterprise Risk,GRC,Incident Response,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Product Security / AppSec",12,At least annually,Yes,"$200,000","$200,000",No,Not Sure,No,No,Yes,No,"Attack Surface / Risk Assessment,Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,2,Defining clear accountability/ownership for AI risk across the business,"Regulatory compliance violations,Shadow AI usage bypassing security controls",Other,"AI-enhanced attacks,Identity/credential theft,Insider threats,Phishing/social engineering,Third party risk attacks",Very confident,"Lack of alignment on the role requirements,Location (RTO) constraints limiting hiring,Time spent screening unqualified candidates",No,Synthetic,CIO,ConocoPhillips
Chief Information Officer,CIO,Male,"Atlanta, GA, USA",Atlanta,North America,28,Yes,"10,000 - 25,000 employees",Manufacturing,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),460000,"$74,000","$616,000",1150000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Privacy,Security Operations,Third Party Risk Management (TPRM)",12,At least quarterly,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Business Impact,Financial and/or Risk-Based Metrics,Percentage of company revenue",Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,10,Shadow AI,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls","EU AI Act requirements (compliance-driven),None at this time","Phishing/social engineering,Ransomware",Somewhat confident,Location (RTO) constraints limiting hiring,No,Synthetic,CIO,Citigroup
Chief Information Officer,CIO,Male,"Washington, DC, USA",DMV,North America,31,No,"25,000+ employees",Waste Management,Publicly Traded Company,Chief Financial Officer,USD (U.S. Dollar),325000,"$210,000","$535,000",1070000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",360,At least quarterly,No,,,No,Neither,No,Yes,No,No,"Attack Surface / Risk Assessment,Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,10,Aligning AI security with enterprise risk management frameworks,Data exposure/privacy breaches,NIST AI Risk Management Framework (AI RMF),"API security,Cloud misconfigurations,Identity/credential theft,Phishing/social engineering,Zero-day exploits",Don't Know / Not applicable,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",No,Synthetic,CIO,Capital One
Chief Information Officer,CIO,Male,"Denver, CO, USA",Denver,North America,5,No,500 - 999 employees,Education,Publicly Traded Company,CEO,USD (U.S. Dollar),410000,71000,"$225,000",706000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Security Operations,Third Party Risk Management (TPRM)",11,Per request,Yes,"$50,000","$50,000",No,Neither,No,No,No,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Optimized and fully integrated,10,Shadow AI,"Dependency on AI vendors with unclear security practices,Regulatory compliance violations",Internal / proprietary AI risk framework,"AI-enhanced attacks,API security,Cloud misconfigurations,Phishing/social engineering",Very confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Humana
Chief Information Officer,CIO,Male,"Charlotte, NC, USA",Charlotte,North America,5,Yes,"5000 - 9,999 employees",Consumer Packaged Goods,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),460000,"$126,000","$819,000",1405000,"AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,GRC,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations",30,Per request,Yes,"$100,000","$100,000",No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",Yes,No,No,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Third-party/vendor AI risk management,Established and repeatable,5,Managing third-party/vendor AI risk,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches",EU AI Act requirements (compliance-driven),"AI-enhanced attacks,API security,Insider threats,Ransomware,Third party risk attacks",Not confident,Location (RTO) constraints limiting hiring,No,Synthetic,CIO,Zscaler
Chief Information Officer,CIO,Male,"San Francisco, CA, USA",Bay Area,North America,46,No,1000 - 4999 employees,Consumer Software,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),335000,99000,"$325,000",759000,"AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",36,Per request,Yes,"$50,000","$50,000",No,Neither,No,No,Yes,No,"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,1,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Regulatory compliance violations",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Cloud misconfigurations,Identity/credential theft,Ransomware",Very confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",I am the AI Security leader,Synthetic,CIO,CommonSpirit Health
Chief Information Officer,CIO,Female,"Salt Lake City, UT, USA",Salt Lake City,North America,14,No,"25,000+ employees",Cloud Security,Publicly Traded Company,Chief Financial Officer,USD (U.S. Dollar),385000,99000,1000000,1484000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Other,Post-Quantum Cryptography (PQC),Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",48,At least semi-annually,No,,,No,Neither,No,Yes,Yes,No,"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Workforce training and upskilling on AI risks,Established and repeatable,5,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Intellectual property theft through AI platforms,Shadow AI usage bypassing security controls",Internal / proprietary AI risk framework,"AI-enhanced attacks,API security,Identity/credential theft,Phishing/social engineering,Third party risk attacks",Not confident,"Competing with salary expectations in the market,Lack of alignment on the role requirements",No,Synthetic,CIO,Cigna
Chief Information Officer,CIO,Male,"Kansas City, MO, USA",Kansas City,North America,57,Yes,1000 - 4999 employees,Financial Services,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),440000,"$168,000",1000000,1608000,"AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",2,At least quarterly,Yes,"$140,000","$140,000",No,Neither,No,No,Yes,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Workforce training and upskilling on AI risks,Developing but inconsistent,4,Shadow AI,"AI-generated content being used in social engineering attacks,Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Shadow AI usage bypassing security controls","NIST AI Risk Management Framework (AI RMF),Other","API security,Third party risk attacks",Somewhat confident,Risk of hiring someone who looks good on paper but lacks depth,Already have a dedicated AI Security leader in place,Synthetic,CIO,Proofpoint
