Your Title,Title-Level,Gender,Location,City,Global Region,Current Tenure,Was your previous role a CISO / Head of Security position?,Current Company Size,Industry,Company Structure,Title of person you report to?,Compensation Currency,Base-Converted,Bonus-Converted,Equity-Converted,Total Comp-Converted,Which of the following functions fall under your direct responsibility and decision-making authority?,Team Size,How often do you present to the Board of Directors?,Did your most recent employment offer include a hiring bonus?,Amount of employment offer bonus?,Employment Bonus - Converted,Have you pre-negotiated a severance agreement as part of your employment?,Are you currently included in the following?,Do you have a negotiated accelerated vesting clause / early termination agreement?,Are you currently on a Board of Directors?,Are you currently on a Board of Advisors?,Are you compensated for your Advisor role?,What is the primary measure you use to justify your security budget requirements?,Do you have a personal liability insurance policy in place?,"When it comes to AI security, which area do you believe should receive the highest spending priority within the CISO’s security program?",How would you rate your organization’s current maturity in the area of AI governance and risk management?,What percentage of your organization’s overall annual information security budget do you plan to allocate to AI security?,Which aspect of AI governance and risk management poses the greatest challenge for your organization today?,What are your greatest concerns regarding AI tools in your organization?,Which AI risk management or governance frameworks is your organization currently using or planning to adopt?,Which attack vectors are your organization's highest security priorities for 2026?,"How confident are you in your internal team’s capability to evaluate and verify technical depth, leadership, and domain fit when sourcing security candidates?",Which trade-offs make hiring a security leader most difficult or costly for your organization?,Is your organization planning / considering on hiring a dedicated AI Security Leader,Record_Type,Role_Bucket,Company
CIO,CIO,Male,"Austin, TX, USA",Austin,North America,24,No,250 - 499 employees,Energy,Privately Held Company,CEO,USD (U.S. Dollar),"$426,645","$152,399","$252,423","$831,467","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Identity & Access Management / IAM,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",1,I do not report to the Board of Directors,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,Yes,No,"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics,Percentage of company revenue",No,Monitoring and detection for AI-driven threats,Established and repeatable,2,Shadow AI,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",ISO/IEC 23894 (AI Risk Management),"AI-enhanced attacks,Cloud misconfigurations,Other,Ransomware",Not confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates",No,Synthetic,CIO,Sumo Logic
Chief Information Officer,CIO,Male,"Charlotte, NC, USA",Charlotte,North America,36,Yes,250 - 499 employees,Internet,Publicly Traded Company,CEO,USD (U.S. Dollar),"$402,634","$70,340","$1,014,288","$1,487,262","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",2,At least quarterly,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics,Percentage of company revenue",No,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,5,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Intellectual property theft through AI platforms",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Cloud misconfigurations,Identity/credential theft,IoT/OT device vulnerabilities,Third party risk attacks",Somewhat confident,Competing with salary expectations in the market,I am the AI Security leader,Synthetic,CIO,Okta
Chief Information Officer,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,91,Yes,250 - 499 employees,Other,Publicly Traded Company,CEO,USD (U.S. Dollar),"$588,083","$179,831","$1,640,317","$2,408,231","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Product Security / AppSec,Third Party Risk Management (TPRM)",6,At least quarterly,Yes,"$465,000","$465,000",No,Not Sure,No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,Monitoring and detection for AI-driven threats,Established and repeatable,5,Managing third-party/vendor AI risk,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches,Shadow AI usage bypassing security controls","ISO/IEC 23894 (AI Risk Management),None at this time","AI-enhanced attacks,API security",Not confident,Competing with salary expectations in the market,No,Synthetic,CIO,Humana
Chief Information Officer,CIO,Male,"Austin, TX, USA",Austin,North America,13,Yes,250 - 499 employees,Enterprise Software,Publicly Traded Company,CEO,USD (U.S. Dollar),"$426,645","$151,255","$942,376","$1,520,276","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Fraud,GRC,Product Security / AppSec",25,At least semi-annually,No,,,No,Corporate Directors & Officers (D&O) Policy,No,Yes,Yes,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,0,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices",None at this time,"Cloud misconfigurations,Third party risk attacks",Somewhat confident,"Other,Risk of hiring someone who looks good on paper but lacks depth",I am the AI Security leader,Synthetic,CIO,Home Depot
Chief Information Officer,CIO,Male,"Miami, FL, USA",Miami,North America,84,Yes,250 - 499 employees,Broadcasting / Media,Publicly Traded Company,CEO,USD (U.S. Dollar),"$426,645","$395,205","$943,671","$1,765,521","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Incident Response,Infrastructure Engineering / Operations,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Trust & Safety",16,At least quarterly,No,,,No,Not Sure,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact,Percentage of company revenue",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,5,Managing third-party/vendor AI risk,"AI decision-making in security tools creating blind spots,Dependency on AI vendors with unclear security practices",EU AI Act requirements (compliance-driven),"API security,Cloud misconfigurations",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Oracle
Chief Information Officer,CIO,Male,"Seattle, WA, USA",Seattle,North America,53,Yes,250 - 499 employees,Consumer Packaged Goods,Publicly Traded Company,CEO,USD (U.S. Dollar),"$426,645","$278,894","$1,186,078","$1,891,617","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Security Operations",4,At least quarterly,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,No,No,"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,5,Ensuring transparency and explainability of AI-driven decisions,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Cloud misconfigurations,Identity/credential theft,Phishing/social engineering,Ransomware",Don't Know / Not applicable,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CIO,Humana
Chief Information Officer,CIO,Male,"Phoenix, AZ, USA",Phoenix,North America,26,No,250 - 499 employees,Retail,Publicly Traded Company,CEO,USD (U.S. Dollar),"$426,645","$61,361","$1,389,978","$1,877,984","AI Governance / Risk Management and Policy,AI/ML Security Engineering,Cloud Security,Fraud,GRC,Identity & Access Management / IAM,Infrastructure Engineering / Operations,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",1,At least annually,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,Yes,Yes (Cash and / or Equity),"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Workforce training and upskilling on AI risks,Developing but inconsistent,10,Aligning AI security with enterprise risk management frameworks,"Data exposure/privacy breaches,Regulatory compliance violations","ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","Cloud misconfigurations,Insider threats",Not confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CIO,Boeing
Chief Information Officer,CIO,Male,"Dallas, TX, USA",Dallas,North America,39,Yes,500 - 999 employees,Artificial Intelligence (AI),Government / Municipality,CEO,USD (U.S. Dollar),"$574,348",$0,$0,"$574,348","AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,GRC,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",13,At least quarterly,No,,,No,Neither,No,No,Yes,No,"Attack Surface / Risk Assessment,Business Impact",Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,5,Shadow AI,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches","ISO/IEC 23894 (AI Risk Management),Other","AI-enhanced attacks,Cloud misconfigurations,Identity/credential theft",Not confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Cook County
CIO,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,40,No,500 - 999 employees,Education,Government / Municipality,CEO,USD (U.S. Dollar),"$426,645",$0,$0,"$426,645","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Third Party Risk Management (TPRM)",2,At least quarterly,No,,,No,Neither,Yes,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance",No,Third-party/vendor AI risk management,Developing but inconsistent,4,Ensuring transparency and explainability of AI-driven decisions,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,API security,Phishing/social engineering,Ransomware",Somewhat confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,U.S. Department of Energy
CIO,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,82,No,500 - 999 employees,Education,Non-Profit,COO / President,USD (U.S. Dollar),"$426,645",$0,$0,"$426,645","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Security Operations",35,I do not report to the Board of Directors,No,,,No,Neither,No,No,No,,"Business Impact,Compliance and Regulatory Fine(s) Avoidance",Yes,Monitoring and detection for AI-driven threats,Established and repeatable,2,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",None at this time,"Phishing/social engineering,Ransomware",Not confident,"Competing with salary expectations in the market,Uncertainty in defining the right skills and profile for the role",No,Actual,CIO,
CIO,CIO,Male,Los Angeles,Los Angeles,North America,82,No,500 - 999 employees,Education,Non-Profit,COO / President,USD (U.S. Dollar),"$426,645",$0,$0,"$426,645","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations",35,I do not report to the Board of Directors,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Compliance and Regulatory Fine(s) Avoidance,Attack Surface / Risk Assessment",Yes,Third-party/vendor AI risk management,Established and repeatable,5,Aligning AI security with enterprise risk management frameworks,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",None at this time,"Ransomware,Phishing/social engineering",Not confident,"Risk of hiring someone who looks good on paper but lacks depth,Competing with salary expectations in the market",No,Actual,CIO,
Chief Information Officer,CIO,Male,"Raleigh, NC, USA",Raleigh - Durham,North America,35,Yes,500 - 999 employees,Banking / Financial Services,Privately Held Company,CEO,USD (U.S. Dollar),"$656,956","$150,449","$732,178","$1,539,583","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Security Operations,Third Party Risk Management (TPRM)",13,Per request,No,,,No,Corporate Directors & Officers (D&O) Policy,No,Yes,No,No,"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",Yes,Monitoring and detection for AI-driven threats,Established and repeatable,10,Shadow AI,Intellectual property theft through AI platforms,"ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF),None at this time","Identity/credential theft,Insider threats,Third party risk attacks",Somewhat confident,"Competing with salary expectations in the market,Lack of alignment on the role requirements",No,Synthetic,CIO,Trace3
Chief Information Officer,CIO,Male,"San Francisco, CA, USA",Bay Area,North America,134,No,500 - 999 employees,Banking / Financial Services,Privately Held Company,CEO,USD (U.S. Dollar),"$563,335","$137,217","$775,837","$1,476,389","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,GRC,Incident Response,Security Operations,Third Party Risk Management (TPRM)",10,At least semi-annually,No,,,No,Neither,No,No,No,No,"Business Impact,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,5,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls","ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","AI-enhanced attacks,Insider threats",Not confident,Risk of hiring someone who looks good on paper but lacks depth,No,Synthetic,CIO,World Wide Technology
CIO,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,60,Yes,500 - 999 employees,Telecommunications,Privately Held Company,CEO,USD (U.S. Dollar),"$426,645","$70,340","$981,157","$1,478,142","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Privacy,Product Security / AppSec,Third Party Risk Management (TPRM)",6,Per request,No,,,Yes,Neither,No,No,Yes,No,"Business Impact,Financial and/or Risk-Based Metrics",Yes,Monitoring and detection for AI-driven threats,Developing but inconsistent,5,Defining clear accountability/ownership for AI risk across the business,"Dependency on AI vendors with unclear security practices,Integration with critical systems creating attack vectors,Regulatory compliance violations",None at this time,"AI-enhanced attacks,Mobile / BYOD threats",Somewhat confident,"Competing with salary expectations in the market,Uncertainty in defining the right skills and profile for the role",I am the AI Security leader,Synthetic,CIO,ThreatConnect
CIO,CIO,Male,"Seattle, WA, USA",Seattle,North America,62,No,500 - 999 employees,Industrial / Manufacturing,Privately Held Company,CEO,USD (U.S. Dollar),"$426,645","$88,657","$170,231","$685,533","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Fraud,GRC,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",60,At least quarterly,Yes,"$200,000","$200,000",No,Corporate Directors & Officers (D&O) Policy,No,No,Yes,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Percentage of company revenue",No,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,5,Shadow AI,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",ISO/IEC 23894 (AI Risk Management),"Cloud misconfigurations,Phishing/social engineering",Not confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",Already have a dedicated AI Security leader in place,Synthetic,CIO,Datto
Chief Information Officer,CIO,Male,"Dallas, TX, USA",Dallas,North America,110,No,500 - 999 employees,Enterprise Software,Publicly Traded Company,CEO,USD (U.S. Dollar),"$649,800","$192,825","$1,838,263","$2,680,888","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,Cloud Security,Corp IT Security / Enterprise Security,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",48,At least quarterly,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,No,No,"Business Impact,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,5,Shadow AI,"AI-generated content being used in social engineering attacks,Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices","EU AI Act requirements (compliance-driven),NIST AI Risk Management Framework (AI RMF)","Insider threats,Phishing/social engineering",Not confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",No,Synthetic,CIO,Delta Air Lines
Chief Information Officer,CIO,Male,"Chicago, IL, USA",Chicago,North America,5,No,500 - 999 employees,Enterprise Software,Publicly Traded Company,CEO,USD (U.S. Dollar),"$669,490","$142,016","$2,249,604","$3,061,110","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Fraud,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",12,At least quarterly,No,,,No,Not Sure,No,No,No,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Third-party/vendor AI risk management,Developing but inconsistent,15,Shadow AI,AI decision-making in security tools creating blind spots,NIST AI Risk Management Framework (AI RMF),"Cloud misconfigurations,Insider threats,Phishing/social engineering,Ransomware,Third party risk attacks",Somewhat confident,Risk of hiring someone who looks good on paper but lacks depth,No,Synthetic,CIO,Wells Fargo
Chief Information Officer,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,45,Yes,500 - 999 employees,Banking / Financial Services,Publicly Traded Company,CEO,USD (U.S. Dollar),"$593,853","$70,340","$1,501,980","$2,166,173","AI Data Protection / Privacy and Security,AI Safety & Reliability,Cloud Security,Corp IT Security / Enterprise Security,Fraud,Identity & Access Management / IAM,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",14,At least semi-annually,Yes,"$30,000","$30,000",Yes,Corporate Indemnification Policy,No,No,No,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,10,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,API security,Ransomware,Third party risk attacks,Zero-day exploits",Not confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",I am the AI Security leader,Synthetic,CIO,Fidelity
Chief Information Officer,CIO,Male,"Denver, CO, USA",Denver,North America,5,No,500 - 999 employees,Education,Publicly Traded Company,CEO,USD (U.S. Dollar),"$426,645","$70,340","$690,776","$1,187,761","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Security Operations,Third Party Risk Management (TPRM)",11,Per request,Yes,"$50,000","$50,000",No,Neither,No,No,No,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Optimized and fully integrated,10,Shadow AI,"Dependency on AI vendors with unclear security practices,Regulatory compliance violations",Internal / proprietary AI risk framework,"AI-enhanced attacks,API security,Cloud misconfigurations,Phishing/social engineering",Very confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Humana
CIO,CIO,Male,"Dallas, TX, USA",Dallas,North America,2,Yes,500 - 999 employees,Banking / Financial Services,Publicly Traded Company,CEO,USD (U.S. Dollar),"$526,200","$153,875","$1,040,759","$1,720,834","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,GRC,Incident Response,Security Operations,Third Party Risk Management (TPRM)",56,I do not report to the Board of Directors,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",Yes,No,Yes,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance",Yes,Monitoring and detection for AI-driven threats,Developing but inconsistent,1,Shadow AI,"Dependency on AI vendors with unclear security practices,Regulatory compliance violations","Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF),None at this time","AI-enhanced attacks,Cloud misconfigurations,Other,Phishing/social engineering,Third party risk attacks",Not confident,Competing with salary expectations in the market,No,Synthetic,CIO,Palo Alto Networks
CIO,CIO,Male,"New York, NY, USA",NYC Metro,North America,9,Yes,500 - 999 employees,Industrial / Manufacturing,Publicly Traded Company,CEO,USD (U.S. Dollar),"$426,645","$70,340","$1,060,724","$1,557,709","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Fraud,GRC,Incident Response,Other,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",6,At least semi-annually,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,No,"Compliance and Regulatory Fine(s) Avoidance,Other",Yes,Monitoring and detection for AI-driven threats,Established and repeatable,5,Ensuring transparency and explainability of AI-driven decisions,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors,Intellectual property theft through AI platforms,Shadow AI usage bypassing security controls",Internal / proprietary AI risk framework,"Phishing/social engineering,Ransomware",Not confident,Competing with salary expectations in the market,No,Synthetic,CIO,Snowflake
CIO,CIO,Male,Remote,Remote,North America,73,Yes,500 - 999 employees,Financial Services,Publicly Traded Company,CEO,USD (U.S. Dollar),"$745,956","$179,681","$677,141","$1,602,778","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,Incident Response,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Product Security / AppSec",36,At least annually,Yes,"$100,000","$100,000",Yes,Corporate Indemnification Policy,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",Yes,Workforce training and upskilling on AI risks,Established and repeatable,3,Establishing regulatory compliance and auditability for AI systems,AI decision-making in security tools creating blind spots,Internal / proprietary AI risk framework,"Cloud misconfigurations,Ransomware,Third party risk attacks",Somewhat confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CIO,Datadog
Chief Information Officer,CIO,Male,"Dallas, TX, USA",Dallas,North America,25,No,"5000 - 9,999 employees",HealthTech,Government / Municipality,Chief Information Officer,USD (U.S. Dollar),"$426,645","$287,244",$0,"$713,889","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Identity & Access Management / IAM,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",5,Per request,No,,,No,Neither,Yes,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,10,Defining clear accountability/ownership for AI risk across the business,"Dependency on AI vendors with unclear security practices,Regulatory compliance violations",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Identity/credential theft,Phishing/social engineering,Ransomware,Third party risk attacks",Not confident,Time spent screening unqualified candidates,No,Synthetic,CIO,City of New York
Chief Information Officer,CIO,Male,"Chicago, IL, USA",Chicago,North America,12,Yes,"5000 - 9,999 employees",Logistics / Transportation,Government / Municipality,Chief Information Officer,USD (U.S. Dollar),"$426,645",$0,$0,"$426,645","AI Threat Intelligence and Incident Response,Cloud Security,Enterprise Risk,GRC,Incident Response,Other,Privacy,Security Operations,Third Party Risk Management (TPRM)",60,At least quarterly,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Third-party/vendor AI risk management,Initial / ad hoc efforts,10,Other,"AI-generated content being used in social engineering attacks,Data exposure/privacy breaches,Regulatory compliance violations,Shadow AI usage bypassing security controls",EU AI Act requirements (compliance-driven),"API security,Ransomware",Somewhat confident,Time spent screening unqualified candidates,I am the AI Security leader,Synthetic,CIO,State of Florida
Chief Information Officer,CIO,Male,"Charlotte, NC, USA",Charlotte,North America,36,No,"5000 - 9,999 employees",Insurance,Non-Profit,Chief Information Officer,USD (U.S. Dollar),"$426,645",$0,$0,"$426,645","AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",32,At least quarterly,No,,,No,Neither,No,Yes,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,0,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",Internal / proprietary AI risk framework,"AI-enhanced attacks,Cloud misconfigurations,Insider threats,Phishing/social engineering,Zero-day exploits",Not confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring,Time spent screening unqualified candidates",No,Synthetic,CIO,ISC2
Chief Information Officer,CIO,Male,"New York, NY, USA",NYC Metro,North America,24,Yes,"5000 - 9,999 employees",Real Estate,Non-Profit,Chief Information Officer,USD (U.S. Dollar),"$450,000",$0,$0,"$450,000","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,GRC,Incident Response,Physical Security / Executive Protection,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",5,At least quarterly,No,,,Yes,Neither,No,Yes,Yes,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Other,Established and repeatable,0,Managing third-party/vendor AI risk,"Dependency on AI vendors with unclear security practices,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Mobile / BYOD threats,Third party risk attacks",Not confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Cleveland Clinic
